Nombre,3DS,PC,PS3,PSP,PSV,X360,PS4,XOne,Año,Genero-Editorial,Unnamed2,Ventas NA,Ventas EU,Ventas JP,Ventas Otros,Ventas Global
Final Fantasy Type-0,,,,,,,PS4,,2015,Role-Playing-Square Enix,,"0,37","0,32","0,15","0,14","0,97"
Final Fantasy Type-0,,,,,,,,XOne,2015,Role-Playing-Square Enix,,"0,15","0,07",0,"0,02","0,25"
Final Fantasy Type-0,,,,,,,PS4,,2015,Role-Playing-Square Enix,,"0,37","0,32","0,15","0,14","0,97"
FIFA 17,,,,,,,PS4,,2016,Sports-Electronic Arts,,"0,28","3,75","0,06","0,69","4,77"
FIFA 17,,,,,,,,XOne,2016,Sports-Electronic Arts,,"0,17","1,26",0,"0,1","1,53"
FIFA 17,,,PS3,,,,,,2016,Sports-Electronic Arts,,"0,02","0,29","0,01","0,05","0,38"
FIFA 17,,,,,,X360,,,2016,Sports-Electronic Arts,,"0,03","0,13",0,"0,01","0,18"
FIFA 17,,PC,,,,,,,2016,Sports-Electronic Arts,,0,"0,05",0,0,"0,05"
FIFA 16,,,,,,,PS4,,2015,Sports-Electronic Arts,,"1,11","6,06","0,06","1,26","8,49"
FIFA 16,,,,,,,,XOne,2015,Sports-Electronic Arts,,"0,88","2,11",0,"0,23","3,23"
FIFA 16,,,PS3,,,,,,2015,Sports-Electronic Arts,,"0,4","1,98","0,05","0,42","2,85"
FIFA 16,,,,,,X360,,,2015,Sports-Electronic Arts,,"0,55","1,01",0,"0,13","1,69"
FIFA 16,,PC,,,,,,,2015,Sports-Electronic Arts,,"0,04","0,13",0,"0,01","0,18"
Farming Simulator 2015,,,PS3,,,,,,2015,Simulation-Koch Media,,"0,11","0,28",0,"0,07","0,46"
Farming Simulator 2015,,,,,,X360,,,2015,Simulation-Koch Media,,"0,21","0,16",0,"0,04","0,41"
Farming Simulator 2015,,,,,,,PS4,,2015,Simulation-Koch Media,,"0,1","0,2",0,"0,05","0,35"
Farming Simulator 2015,,,,,,,,XOne,2015,Simulation-Koch Media,,"0,1","0,07",0,"0,02","0,19"
Farming Simulator 15 Expansion Pack,,PC,,,,,,,2015,Action-Focus Home Interactive,,0,"0,01",0,0,"0,01"
Farming 2017 - The Simulation,,,,,,,PS4,,2016,Simulation-UIG Entertainment,,0,"0,01",0,0,"0,01"
Far Cry: Primal,,,,,,,PS4,,2016,Action-Ubisoft,,"0,59","1,16","0,06","0,33","2,13"
Far Cry: Primal,,,,,,,,XOne,2016,Action-Ubisoft,,"0,46","0,32",0,"0,07","0,85"
Far Cry: Primal,,PC,,,,,,,2016,Action-Ubisoft,,"0,04","0,09",0,"0,01","0,14"
Famista Returns,3DS,,,,,,,,2015,Sports-Namco Bandai Games,,0,0,"0,14",0,"0,14"
Famicom Remix Best Choice,3DS,,,,,,,,2015,Action-Nintendo,,0,0,"0,04",0,"0,04"
Fallout Anthology,,PC,,,,,,,2015,Action-Bethesda Softworks,,0,"0,01",0,0,"0,01"
Fallout 4,,,,,,,PS4,,2015,Role-Playing-Bethesda Softworks,,"2,47","3,15","0,24","1,1","6,96"
Fallout 4,,,,,,,,XOne,2015,Role-Playing-Bethesda Softworks,,"2,45","1,26","0,01","0,37","4,09"
Fallout 4,,PC,,,,,,,2015,Role-Playing-Bethesda Softworks,,"0,5","0,63",0,"0,1","1,23"
Fairy Fencer F: Advent Dark Force,,,,,,,PS4,,2015,Role-Playing-Idea Factory International,,"0,02",0,"0,05",0,"0,07"
F1 2016 (Codemasters),,,,,,,PS4,,2016,Racing-Codemasters,,"0,01","0,21","0,01","0,04","0,27"
F1 2016 (Codemasters),,,,,,,,XOne,2016,Racing-Codemasters,,"0,01","0,07",0,"0,01","0,09"
F1 2016 (Codemasters),,PC,,,,,,,2016,Racing-Codemasters,,0,"0,02",0,0,"0,02"
F1 2015,,,,,,,PS4,,2015,Racing-Codemasters,,"0,09","0,44","0,03","0,09","0,66"
F1 2015,,,,,,,,XOne,2015,Racing-Codemasters,,"0,08","0,15",0,"0,02","0,24"
F1 2015,,PC,,,,,,,2015,Racing-Codemasters,,0,"0,04",0,0,"0,05"
Exist Archive: The Other Side of the Sky,,,,,PSV,,,,2015,Role-Playing-Aksys Games,,0,0,"0,04",0,"0,04"
Exist Archive: The Other Side of the Sky,,,,,,,PS4,,2015,Role-Playing-Aksys Games,,0,0,"0,03",0,"0,03"
Evolve,,,,,,,PS4,,2015,Shooter-Take-Two Interactive,,"0,35","0,41","0,05","0,15","0,95"
Evolve,,,,,,,,XOne,2015,Shooter-Take-Two Interactive,,"0,36","0,2",0,"0,06","0,62"
Evolve,,PC,,,,,,,2015,Shooter-Take-Two Interactive,,"0,07","0,1",0,"0,01","0,18"
Evolve,,,,,,,PS4,,2015,Shooter-Take-Two Interactive,,"0,35","0,41","0,05","0,15","0,95"
Etrian Odyssey V,3DS,,,,,,,,2016,Role-Playing-Atlus,,0,0,"0,12",0,"0,12"
Etrian Mystery Dungeon,3DS,,,,,,,,2015,Role-Playing-Nippon Ichi Software,,"0,09","0,01","0,12","0,01","0,23"
Ebikore Photo Kano Kiss,,,,,PSV,,,,2015,Action-Kadokawa Games,,0,0,"0,03",0,"0,03"
Earth Defense Force 4.1: The Shadow of New Despair,,,,,,,PS4,,2015,Shooter-Xseed Games,,"0,02","0,02",0,"0,01","0,05"
Earth Defense Force 2025.1: The Shadow of New Despair,,,,,,,PS4,,2015,Action-D3Publisher,,0,0,"0,1",0,"0,1"
EA Sports UFC 2,,,,,,,PS4,,2016,Sports-Electronic Arts,,"0,28","0,47",0,"0,14","0,89"
EA Sports UFC 2,,,,,,,,XOne,2016,Sports-Electronic Arts,,"0,23","0,14",0,"0,04","0,4"
Dynasty Warriors: Eiketsuden,,,,,,,PS4,,2016,Action-Tecmo Koei,,0,0,"0,01",0,"0,01"
Dynasty Warriors 8: Empires,,,,,PSV,,,,2015,Action-Tecmo Koei,,0,0,"0,02",0,"0,02"
Dying Light,,,,,,,PS4,,2015,Action-Warner Bros. Interactive Entertainment,,"0,63","0,66","0,11","0,26","1,66"
Dying Light,,,,,,,,XOne,2015,Action-Warner Bros. Interactive Entertainment,,"0,43","0,3","0,01","0,07","0,81"
Dying Light,,PC,,,,,,,2015,Action-Warner Bros. Interactive Entertainment,,"0,11","0,06",0,"0,02","0,18"
Durarara!! Relay,,,,,PSV,,,,2015,Action-Kadokawa Games,,0,0,"0,01",0,"0,01"
Dream Girl Premier,3DS,,,,,,,,2015,Misc-Alchemist,,0,0,"0,03",0,"0,03"
Dragon's Dogma Online: Season 2,,,,,,,PS4,,2016,Action-Capcom,,0,0,"0,01",0,"0,01"
Dragon's Dogma Online,,,,,,,PS4,,2015,Role-Playing-Capcom,,0,0,"0,08",0,"0,08"
Dragon's Dogma Online,,,PS3,,,,,,2015,Role-Playing-Capcom,,0,0,"0,03",0,"0,03"
Dragon Quest VIII: Journey of the Cursed King,3DS,,,,,,,,2015,Role-Playing-Square Enix,,0,0,"0,86",0,"0,86"
Dragon Quest Monsters Joker 3,3DS,,,,,,,,2016,Role-Playing-Square Enix,,0,0,"0,63",0,"0,63"
Dragon Quest Heroes: The World's Tree Woe and the Blight Below,,,,,,,PS4,,2015,Action-Square Enix,,"0,16","0,13","0,37","0,06","0,71"
Dragon Quest Heroes: The World's Tree Woe and the Blight Below,,,PS3,,,,,,2015,Action-Square Enix,,0,0,"0,49",0,"0,49"
Dragon Quest Heroes II: Twin Kings and the Prophecy's End,,,,,,,PS4,,2016,Action-Square Enix,,0,0,"0,28",0,"0,28"
Dragon Quest Heroes II: Twin Kings and the Prophecy's End,,,,,PSV,,,,2016,Action-Square Enix,,0,0,"0,23",0,"0,23"
Dragon Quest Heroes II: Twin Kings and the Prophecy's End,,,PS3,,,,,,2016,Action-Square Enix,,0,0,"0,13",0,"0,13"
Dragon Quest Builders: Revive Alefgard,,,,,PSV,,,,2016,Role-Playing-Square Enix,,0,0,"0,3",0,"0,3"
Dragon Quest Builders: Revive Alefgard,,,,,,,PS4,,2016,Role-Playing-Square Enix,,0,0,"0,22",0,"0,22"
Dragon Quest Builders: Revive Alefgard,,,PS3,,,,,,2016,Role-Playing-Square Enix,,0,0,"0,12",0,"0,12"
Dragon Ball: XenoVerse,,,,,,,PS4,,2015,Fighting-Namco Bandai Games,,"0,3","0,48","0,12","0,15","1,05"
Dragon Ball: XenoVerse,,,PS3,,,,,,2015,Fighting-Namco Bandai Games,,"0,15","0,2","0,14","0,07","0,55"
Dragon Ball: XenoVerse,,,,,,,,XOne,2015,Fighting-Namco Bandai Games,,"0,18","0,11",0,"0,03","0,31"
Dragon Ball: XenoVerse,,,,,,X360,,,2015,Fighting-Namco Bandai Games,,"0,16","0,08",0,"0,02","0,27"
Dragon Ball: XenoVerse,,,,,,,PS4,,2015,Fighting-Namco Bandai Games,,"0,3","0,48","0,12","0,15","1,05"
Dragon Ball: Fusions,3DS,,,,,,,,2016,Role-Playing-Namco Bandai Games,,0,0,"0,17",0,"0,17"
Dragon Ball Z: Extreme Butoden,3DS,,,,,,,,2015,Fighting-Namco Bandai Games,,"0,12","0,03","0,16","0,02","0,33"
Downtown no Gaki no Tsukai Yaarahen de!! Zettai ni Tsukamatte Haikenai Gasu Kurobikari Land,3DS,,,,,,,,2015,Action-Alchemist,,0,0,"0,05",0,"0,05"
Downtown Nekketsu Koushinkyoku: Soreyuke Daiundoukai All-Star Special,,,PS3,,,,,,2015,Action-Arc System Works,,0,0,"0,02",0,"0,02"
Downtown Nekketsu Jidaigek,3DS,,,,,,,,2015,Action-Arc System Works,,0,0,"0,02",0,"0,02"
DoraMoji: Nobita no Kanji Daisakusen,3DS,,,,,,,,2015,Misc-Shogakukan,,0,0,"0,03",0,"0,03"
Doraemon: Shin Nobita no Nihon Tanjou,3DS,,,,,,,,2016,Misc-FuRyu,,0,0,"0,04",0,"0,04"
Doraemon: Nobita no Uchuu Eiyuuki,3DS,,,,,,,,2015,Action-FuRyu,,0,0,"0,06",0,"0,06"
Doom (2016),,,,,,,PS4,,2016,Shooter-Bethesda Softworks,,"0,49","0,66","0,02","0,22","1,39"
Doom (2016),,,,,,,,XOne,2016,Shooter-Bethesda Softworks,,"0,39","0,23",0,"0,06","0,68"
Doom (2016),,PC,,,,,,,2016,Shooter-Bethesda Softworks,,"0,06","0,1",0,"0,01","0,18"
Don Bradman Cricket 14,,,,,,,PS4,,2015,Sports-Tru Blu Entertainment,,"0,01","0,09",0,"0,02","0,12"
Don Bradman Cricket 14,,,,,,,,XOne,2015,Sports-Tru Blu Entertainment,,0,"0,04",0,0,"0,04"
DmC: Devil May Cry,,,,,,,PS4,,2015,Action-Capcom,,"0,12","0,13",0,"0,05","0,3"
DmC: Devil May Cry,,,,,,,,XOne,2015,Action-Capcom,,"0,08","0,04",0,"0,01","0,13"
Divinity: Original Sin,,,,,,,PS4,,2015,Role-Playing-Focus Home Interactive,,"0,09","0,12","0,02","0,04","0,27"
Divinity: Original Sin,,,,,,,,XOne,2015,Role-Playing-Focus Home Interactive,,"0,04","0,02",0,"0,01","0,07"
Disney Magic World 2,3DS,,,,,,,,2015,Action-Nintendo,,0,0,"0,19",0,"0,19"
Disney Infinity 3.0,,,,,,,PS4,,2015,Action-Disney Interactive Studios,,"0,21","0,36",0,"0,11","0,68"
Disney Infinity 3.0,,,PS3,,,,,,2015,Action-Disney Interactive Studios,,"0,14","0,25",0,"0,08","0,47"
Disney Infinity 3.0,,,,,,X360,,,2015,Action-Disney Interactive Studios,,"0,19","0,21",0,"0,04","0,44"
Disney Infinity 3.0,,,,,,,,XOne,2015,Action-Disney Interactive Studios,,"0,18","0,1",0,"0,03","0,31"
Disney Infinity 2.0: Marvel Super Heroes,,,,,PSV,,,,2015,Action-Disney Interactive Studios,,0,"0,11",0,"0,03","0,14"
Disney Art Academy,3DS,,,,,,,,2016,Action-Nintendo,,"0,01","0,01","0,07",0,"0,09"
Dishonored,,,,,,,PS4,,2015,Action-Bethesda Softworks,,"0,11","0,18","0,02","0,06","0,37"
Dishonored,,,,,,,,XOne,2015,Action-Bethesda Softworks,,"0,08","0,05",0,"0,01","0,14"
Disgaea 5: Alliance of Vengeance,,,,,,,PS4,,2015,Role-Playing-Nippon Ichi Software,,"0,1","0,08","0,06","0,04","0,27"
DiRT Rally,,,,,,,PS4,,2016,Racing-Codemasters,,"0,03","0,24",0,"0,05","0,32"
DiRT Rally,,,,,,,,XOne,2016,Racing-Codemasters,,"0,03","0,08",0,"0,01","0,11"
DiRT Rally,,PC,,,,,,,2016,Racing-Codemasters,,0,"0,03",0,0,"0,03"
Dino Dini's Kick Off Revival,,,,,,,PS4,,2016,Sports-Avanquest,,0,"0,02",0,0,"0,02"
Digimon World: Next Order,,,,,PSV,,,,2016,Action-Namco Bandai Games,,0,0,"0,09",0,"0,09"
Digimon Story: Cyber Sleuth,,,,,,,PS4,,2016,Role-Playing-Namco Bandai Games,,0,"0,09",0,"0,02","0,11"
Digimon Story: Cyber Sleuth,,,,,PSV,,,,2015,Role-Playing-Namco Bandai Games,,0,0,"0,17",0,"0,17"
Diabolik Lovers: More Blood,,,,,PSV,,,,2015,Adventure-Idea Factory,,0,0,"0,02",0,"0,02"
Diabolik Lovers: Lunatic Parade,,,,,PSV,,,,2016,Adventure-Idea Factory,,0,0,"0,03",0,"0,03"
Diabolik Lovers: Dark Fate,,,,,PSV,,,,2015,Action-Idea Factory,,0,0,"0,03",0,"0,03"
Devil Survivor: Over Clock,3DS,,,,,,,,2015,Strategy-Atlus,,0,0,"0,02",0,"0,02"
Devil May Cry 4,,,,,,,PS4,,2015,Action-Capcom,,"0,01",0,"0,08",0,"0,09"
Deus Ex: Mankind Divided,,,,,,,PS4,,2016,Role-Playing-Square Enix,,"0,1","0,18",0,"0,05","0,33"
Deus Ex: Mankind Divided,,,,,,,,XOne,2016,Role-Playing-Square Enix,,"0,08","0,06",0,"0,01","0,15"
Deus Ex: Mankind Divided,,PC,,,,,,,2016,Role-Playing-Square Enix,,0,"0,02",0,0,"0,02"
Destiny: The Taken King,,,,,,,PS4,,2015,Shooter-Activision,,"0,77","0,78","0,04","0,31","1,91"
Destiny: The Taken King,,,,,,,,XOne,2015,Shooter-Activision,,"0,82","0,23",0,"0,11","1,17"
Destiny: The Taken King,,,PS3,,,,,,2015,Shooter-Activision,,"0,16","0,17","0,02","0,06","0,41"
Destiny: The Taken King,,,,,,X360,,,2015,Shooter-Activision,,"0,22","0,12",0,"0,03","0,38"
Destiny: The Collection,,,,,,,PS4,,2016,Shooter-Activision,,"0,01","0,04",0,"0,01","0,06"
Destiny: The Collection,,,,,,,,XOne,2016,Shooter-Activision,,"0,01","0,02",0,0,"0,04"
Deadpool,,,,,,,PS4,,2015,Action-Activision,,"0,13","0,1",0,"0,05","0,28"
Deadpool,,,,,,,,XOne,2015,Action-Activision,,"0,08","0,03",0,"0,01","0,12"
Dead Rising,,,,,,,PS4,,2016,Action-Capcom,,"0,01",0,0,0,"0,02"
Dead or Alive Xtreme 3: Venus,,,,,PSV,,,,2016,Sports-Tecmo Koei,,0,0,"0,03",0,"0,03"
Dead or Alive Xtreme 3: Fortune,,,,,,,PS4,,2016,Sports-Tecmo Koei,,0,0,"0,05",0,"0,05"
Dead or Alive 5,,,,,,,PS4,,2015,Fighting-Tecmo Koei,,"0,09","0,13","0,08","0,04","0,33"
Dead or Alive 5,,,,,,,,XOne,2015,Fighting-Tecmo Koei,,"0,04","0,03","0,01","0,01","0,08"
Dead Island Definitive Collection,,,,,,,PS4,,2016,Action-Deep Silver,,"0,02","0,07","0,01","0,02","0,12"
Dead Island Definitive Collection,,,,,,,,XOne,2016,Action-Deep Silver,,"0,02","0,02",0,0,"0,04"
Date-A-Live Twin Edition: Rio Reincarnation,,,,,PSV,,,,2015,Action-Compile Heart,,0,0,"0,02",0,"0,02"
Darksiders II,,,,,,,PS4,,2015,Action-Nordic Games,,"0,09","0,1",0,"0,04","0,22"
Darksiders II,,,,,,,,XOne,2015,Action-Nordic Games,,"0,03","0,02",0,"0,01","0,06"
Dark Souls III,,,,,,,PS4,,2016,Role-Playing-Namco Bandai Games,,"0,58","0,44","0,33","0,21","1,56"
Dark Souls III,,,,,,,,XOne,2016,Role-Playing-Namco Bandai Games,,"0,23","0,09",0,"0,03","0,35"
Dark Souls III,,PC,,,,,,,2016,Role-Playing-Namco Bandai Games,,0,"0,05",0,0,"0,05"
Dark Souls II,,,,,,,PS4,,2015,Role-Playing-Namco Bandai Games,,"0,2","0,22","0,08","0,08","0,59"
Dark Souls II,,,,,,,,XOne,2015,Role-Playing-Namco Bandai Games,,"0,13","0,07",0,"0,02","0,22"
Darius Burst: Chronicle Saviours,,,,,PSV,,,,2016,Action-Kadokawa Games,,0,0,"0,03",0,"0,03"
Dance with Devils,,,,,PSV,,,,2016,Action-N/A,,0,0,"0,01",0,"0,01"
Culdcept Revolt,3DS,,,,,,,,2016,Strategy-Nintendo,,0,0,"0,05",0,"0,05"
Cross Ange: Tenshi to Ryuu no Rondo tr.,,,,,PSV,,,,2015,Action-Namco Bandai Games,,0,0,"0,02",0,"0,02"
Criminal Girls 2,,,,,PSV,,,,2015,Role-Playing-Nippon Ichi Software,,0,0,"0,03",0,"0,03"
Coven and Labyrinth of Refrain,,,,,PSV,,,,2016,Action-Nippon Ichi Software,,0,0,"0,01",0,"0,01"
Coven and Labyrinth of Refrain,,,,,PSV,,,,2016,Action-Nippon Ichi Software,,0,0,"0,01",0,"0,01"
Corpse Party: Blood Covered - Repeated Fear,3DS,,,,,,,,2015,Adventure-5pb,,0,0,"0,04",0,"0,04"
Collar x Malice,,,,,PSV,,,,2016,Action-Idea Factory,,0,0,"0,01",0,"0,01"
Codename: Panzers Complete Collection,,PC,,,,,,,2016,Strategy-Nordic Games,,0,"0,01",0,0,"0,01"
Code Name: S.T.E.A.M.,3DS,,,,,,,,2015,Strategy-Nintendo,,"0,14","0,05","0,01","0,02","0,22"
Clock Zero: Shuuen no Ichibyou - ExTime,,,,,PSV,,,,2015,Action-Idea Factory,,0,0,"0,02",0,"0,02"
Civilization Beyond Earth: Rising Tide,,PC,,,,,,,2015,Strategy-Take-Two Interactive,,0,"0,04",0,0,"0,04"
Cities: Skylines Snowfall,,PC,,,,,,,2016,Simulation-Paradox Development,,0,"0,01",0,0,"0,01"
Cities: Skylines,,PC,,,,,,,2015,Simulation-Paradox Interactive,,0,"0,13",0,"0,01","0,14"
Chou Ezaru wa Akai Hana: Koi wa Tsuki ni Shirube Kareru,,,,,PSV,,,,2016,Action-dramatic create,,0,0,"0,01",0,"0,01"
Chibi-Robo! Zip Lash,3DS,,,,,,,,2015,Platform-Nintendo,,"0,09","0,08","0,06","0,02","0,24"
Chaos;Child,,,,,PSV,,,,2015,Adventure-5pb,,0,0,"0,05",0,"0,05"
Chaos;Child,,,,,,,PS4,,2015,Adventure-5pb,,0,0,"0,01",0,"0,01"
Chaos;Child,,,PS3,,,,,,2015,Adventure-5pb,,0,0,"0,01",0,"0,01"
Carmageddon: Max Damage,,,,,,,,XOne,2016,Action-Stainless Games,,"0,01","0,01",0,0,"0,01"
Card Fight!! Vanguard G: Stride to Victory!!,3DS,,,,,,,,2016,Misc-FuRyu,,0,0,"0,04",0,"0,04"
Call of Duty: Modern Warfare Trilogy,,,PS3,,,,,,2016,Shooter-Activision,,0,"0,01",0,0,"0,02"
Call of Duty: Modern Warfare Trilogy,,,,,,X360,,,2016,Shooter-Activision,,"0,01","0,01",0,0,"0,02"
Call of Duty: Modern Warfare Trilogy,,,,,,X360,,,2016,Shooter-Activision,,"0,01","0,01",0,0,"0,02"
Call of Duty: Black Ops 3,,,,,,,PS4,,2015,Shooter-Activision,,"5,77","5,81","0,35","2,31","14,24"
Call of Duty: Black Ops 3,,,,,,,,XOne,2015,Shooter-Activision,,"4,52","2,09","0,01","0,67","7,3"
Call of Duty: Black Ops 3,,,PS3,,,,,,2015,Shooter-Activision,,"0,49","0,96","0,07","0,27","1,79"
Call of Duty: Black Ops 3,,,,,,X360,,,2015,Shooter-Activision,,"1,11","0,48",0,"0,16","1,76"
Call of Duty: Black Ops 3,,PC,,,,,,,2015,Shooter-Activision,,0,"0,22",0,"0,01","0,23"
Caligula,,,,,PSV,,,,2016,Role-Playing-FuRyu,,0,0,"0,05",0,"0,05"
Bus Simulator 16,,PC,,,,,,,2016,Simulation-Astragon,,0,"0,02",0,0,"0,02"
Bus Simulator 16,,PC,,,,,,,2016,Simulation-Astragon,,0,"0,02",0,0,"0,02"
Bullet Girls 2,,,,,PSV,,,,2016,Action-D3Publisher,,0,0,"0,04",0,"0,04"
Brothers: A Tale of Two Sons,,,,,,,PS4,,2015,Adventure-505 Games,,"0,03","0,08",0,"0,02","0,13"
Brothers: A Tale of Two Sons,,,,,,,,XOne,2015,Adventure-505 Games,,"0,03","0,01",0,0,"0,04"
Brothers Conflict: Precious Baby,,,,,PSV,,,,2017,Action-Idea Factory,,0,0,"0,01",0,"0,01"
Broken Sword 5: The Serpent's Curse,,,,,,,PS4,,2015,Adventure-Revolution Software,,0,"0,06",0,"0,01","0,06"
Broken Sword 5: The Serpent's Curse,,,,,,,,XOne,2015,Adventure-Revolution Software,,0,"0,01",0,0,"0,01"
Bravely Second: End Layer,3DS,,,,,,,,2015,Role-Playing-Nintendo,,"0,16","0,11","0,18","0,03","0,47"
Borderlands: The Handsome Collection,,,,,,,PS4,,2015,Shooter-Take-Two Interactive,,"0,36","0,32","0,03","0,14","0,84"
Borderlands: The Handsome Collection,,,,,,,,XOne,2015,Shooter-Take-Two Interactive,,"0,24","0,13",0,"0,04","0,41"
Bloodborne,,,,,,,PS4,,2015,Action-Sony Computer Entertainment,,1,"0,76","0,26","0,36","2,38"
BlazBlue: Chrono Phantasma Extend,,,,,,,PS4,,2015,Action-PQube,,"0,07","0,03","0,02","0,02","0,14"
BlazBlue: Chrono Phantasma Extend,,,,,PSV,,,,2015,Action-PQube,,0,"0,05",0,"0,01","0,07"
BlazBlue: Chrono Phantasma Extend,,,,,,,,XOne,2015,Action-PQube,,"0,05","0,01",0,"0,01","0,06"
BlazBlue: Chrono Phantasma Extend,,,PS3,,,,,,2015,Action-PQube,,0,0,"0,04",0,"0,04"
Bladestorm: Nightmare,,,,,,,PS4,,2015,Action-Tecmo Koei,,"0,07","0,04","0,03","0,02","0,16"
Bladestorm: Nightmare,,,,,,,,XOne,2015,Action-Tecmo Koei,,"0,03","0,02",0,0,"0,05"
Bladestorm: Nightmare,,,PS3,,,,,,2015,Action-Tecmo Koei,,0,0,"0,03",0,"0,03"
Blade Arcus from Shining EX,,,,,,,PS4,,2015,Fighting-Sega,,0,0,"0,02",0,"0,02"
Blade Arcus from Shining EX,,,PS3,,,,,,2015,Fighting-Sega,,0,0,"0,02",0,"0,02"
Black Rose Valkyrie,,,,,,,PS4,,2016,Role-Playing-Idea Factory,,0,0,"0,02",0,"0,02"
BioShock The Collection,,,,,,,PS4,,2016,Shooter-Take-Two Interactive,,"0,05","0,11","0,01","0,03","0,2"
BioShock The Collection,,,,,,,,XOne,2016,Shooter-Take-Two Interactive,,"0,03","0,04",0,"0,01","0,08"
Battlefield: Hardline,,,,,,,PS4,,2015,Shooter-Electronic Arts,,"0,7","0,93","0,14","0,32","2,09"
Battlefield: Hardline,,,,,,,,XOne,2015,Shooter-Electronic Arts,,"0,72","0,37","0,01","0,11","1,2"
Battlefield: Hardline,,,PS3,,,,,,2015,Shooter-Electronic Arts,,"0,12","0,23","0,07","0,07","0,49"
Battlefield: Hardline,,,,,,X360,,,2015,Shooter-Electronic Arts,,"0,17","0,14",0,"0,03","0,34"
Battlefield: Hardline,,PC,,,,,,,2015,Shooter-Electronic Arts,,0,"0,13",0,"0,01","0,14"
Battleborn,,,,,,,PS4,,2016,Shooter-Take-Two Interactive,,"0,09","0,08","0,01","0,04","0,22"
Battleborn,,,,,,,,XOne,2016,Shooter-Take-Two Interactive,,"0,08","0,04",0,"0,01","0,13"
Battleborn,,PC,,,,,,,2016,Shooter-Take-Two Interactive,,"0,03","0,03",0,"0,01","0,07"
Battle Worlds: Kronos,,PC,,,,,,,2016,Strategy-Nordic Games,,0,"0,01",0,0,"0,01"
Batman: Arkham Knight,,,,,,,PS4,,2015,Action-Warner Bros. Interactive Entertainment,,"1,49","1,58","0,1","0,61","3,79"
Batman: Arkham Knight,,,,,,,,XOne,2015,Action-Warner Bros. Interactive Entertainment,,"0,86","0,46",0,"0,13","1,45"
Batman: Arkham Knight,,PC,,,,,,,2015,Action-Warner Bros. Interactive Entertainment,,"0,08","0,03",0,"0,01","0,13"
Batman: A Telltale Game Series,,,,,,,PS4,,2016,Adventure-Telltale Games,,"0,01","0,02",0,"0,01","0,04"
Batman: A Telltale Game Series,,,PS3,,,,,,2016,Adventure-Telltale Games,,0,"0,01",0,0,"0,01"
Barbie and Her Sisters Puppy Rescue,3DS,,,,,,,,2015,Action-Namco Bandai Games,,0,"0,03",0,0,"0,04"
Barbie and Her Sisters Puppy Rescue,,,PS3,,,,,,2015,Action-Namco Bandai Games,,0,"0,01",0,0,"0,02"
Bad Apple Wars,,,,,PSV,,,,2015,Action-Idea Factory,,0,0,"0,03",0,"0,03"
Back to the Future: The Game,,,,,,,PS4,,2015,Adventure-Telltale Games,,"0,1","0,04",0,"0,03","0,17"
Back to the Future: The Game,,,,,,X360,,,2015,Adventure-Telltale Games,,"0,02","0,01",0,0,"0,03"
Back to the Future: The Game,,,,,,,,XOne,2015,Adventure-Telltale Games,,0,"0,02",0,0,"0,02"
Azure Striker Gunvolt: Striker Pack,3DS,,,,,,,,2016,Action-Inti Creates,,0,0,"0,01",0,"0,01"
Attack on Titan (KOEI),,,,,,,PS4,,2016,Action-Tecmo Koei,,"0,02","0,06","0,11","0,02","0,2"
Attack on Titan (KOEI),,,,,PSV,,,,2016,Action-Tecmo Koei,,0,0,"0,13",0,"0,13"
Attack on Titan (KOEI),,,PS3,,,,,,2016,Action-Tecmo Koei,,0,0,"0,06",0,"0,06"
Attack on Titan (KOEI),,,,,,,,XOne,2016,Action-Tecmo Koei,,"0,01","0,01",0,0,"0,03"
Atelier Sophie: The Alchemist of the Mysterious Book,,,,,,,PS4,,2015,Role-Playing-Tecmo Koei,,"0,01","0,02","0,06","0,01","0,1"
Atelier Sophie: The Alchemist of the Mysterious Book,,,,,PSV,,,,2015,Role-Playing-Tecmo Koei,,0,0,"0,06",0,"0,06"
Atelier Sophie: The Alchemist of the Mysterious Book,,,PS3,,,,,,2015,Role-Playing-Tecmo Koei,,0,0,"0,03",0,"0,03"
Atelier Shallie Plus: Alchemists of the Dusk Sea,,,,,PSV,,,,2016,Role-Playing-Tecmo Koei,,0,0,"0,03",0,"0,03"
Atelier Escha & Logy: Alchemists of the Dusk Sky,,,,,PSV,,,,2015,Role-Playing-Tecmo Koei,,0,0,"0,04",0,"0,04"
Assetto Corsa,,,,,,,PS4,,2016,Racing-505 Games,,0,"0,04",0,"0,01","0,05"
Assetto Corsa,,,,,,,,XOne,2016,Racing-505 Games,,0,"0,01",0,0,"0,01"
Assault Suit Leynos,,,,,,,PS4,,2016,Shooter-Rising Star Games,,"0,01",0,0,0,"0,02"
Assault Suit Leynos,,,,,,,PS4,,2016,Shooter-Rising Star Games,,"0,01",0,0,0,"0,02"
Assassination Classroom: Grand Siege on Kuro-sensei,3DS,,,,,,,,2015,Action-Namco Bandai Games,,0,0,"0,13",0,"0,13"
Assassin's Creed: Rogue,,PC,,,,,,,2015,Action-Ubisoft,,"0,04","0,02",0,"0,01","0,07"
Assassin's Creed Syndicate,,,,,,,PS4,,2015,Action-Ubisoft,,"0,8","1,92","0,06","0,5","3,28"
Assassin's Creed Syndicate,,,,,,,,XOne,2015,Action-Ubisoft,,"0,61","0,56",0,"0,11","1,28"
